ContentDatabase,ListGalleryPath,ListTemplateCreatedDate,ListTemplateID,ListTemplateName,SiteCollection,SiteCollectionOwner,SolutionName,TimeLastModified,WebApplication,WebUrl
Portal_Content_01,sites/rajdev/_catalogs/lt,7/22/2015 7:02:05 PM,27ebed60-7d5e-41f9-9587-4d9f28497442,EmpCountryListTemplate.stp,https://intranet.poc.com/sites/rajdev,N/A,N/A,7/22/2015 7:02:05 PM,https://intranet.poc.com/,https://intranet.poc.com/sites/rajdev
Portal_Content_01,sites/rajdev/_catalogs/lt,7/22/2015 7:03:26 PM,74446c5f-58db-469f-9836-5d699fb41ada,EmpDesignationListTempalte.stp,https://intranet.poc.com/sites/rajdev,N/A,N/A,7/22/2015 7:03:26 PM,https://intranet.poc.com/,https://intranet.poc.com/sites/rajdev
Portal_Content_01,sites/rajdev/_catalogs/lt,7/27/2015 7:05:22 PM,8e78f4d3-5c09-4d03-a5c2-ffed3b751eb5,EmployeesListTemplate.stp,https://intranet.poc.com/sites/rajdev,N/A,N/A,7/27/2015 7:05:22 PM,https://intranet.poc.com/,https://intranet.poc.com/sites/rajdev
Portal_Content_01,sites/rajdev/_catalogs/lt,8/18/2015 6:49:49 PM,4ec06d3e-0f15-4a61-92bd-513ff2c7113f,EmpRegLib.stp,https://intranet.poc.com/sites/rajdev,N/A,N/A,8/18/2015 6:49:49 PM,https://intranet.poc.com/,https://intranet.poc.com/sites/rajdev
Portal_Content_01,sites/rajdev/_catalogs/lt,7/22/2015 4:36:45 PM,e723cbad-2a1a-4d83-846c-61749cb71d46,EmpStateListTemplate.stp,https://intranet.poc.com/sites/rajdev,N/A,N/A,7/22/2015 4:36:45 PM,https://intranet.poc.com/,https://intranet.poc.com/sites/rajdev
Portal_Content_01,sites/rajdev/_catalogs/lt,6/22/2016 12:57:48 PM,afb96c78-5e5e-444f-b8cc-4b6604b740e7,FER.stp,https://intranet.poc.com/sites/rajdev,N/A,N/A,6/22/2016 12:57:48 PM,https://intranet.poc.com/,https://intranet.poc.com/sites/rajdev
Portal_Content_01,sites/rajdev/_catalogs/lt,6/20/2016 12:21:08 PM,032c187b-adea-446e-bf15-f2368ba56a5b,lt_EmpList.stp,https://intranet.poc.com/sites/rajdev,N/A,N/A,6/20/2016 12:56:47 PM,https://intranet.poc.com/,https://intranet.poc.com/sites/rajdev
Portal_Content_01,sites/rajdev/_catalogs/lt,6/20/2016 1:12:21 PM,9f49c155-c0f3-43cc-bcb6-70cd1b69b8a3,lt_EmpList2.stp,https://intranet.poc.com/sites/rajdev,N/A,N/A,6/20/2016 1:12:21 PM,https://intranet.poc.com/,https://intranet.poc.com/sites/rajdev
Portal_Content_01,sites/rajdev/_catalogs/lt,6/22/2016 12:56:01 PM,68ab7a29-f5be-4cea-81d9-ad709f4b0361,LTER.stp,https://intranet.poc.com/sites/rajdev,N/A,N/A,6/22/2016 12:56:01 PM,https://intranet.poc.com/,https://intranet.poc.com/sites/rajdev
